"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida"
"García Closas, Reina; Lorente, Alejandro: EmoDieta. El nuevo método para lograr tu peso ideal. Barcelona: Salsa Books, 2014.";"García Closas, Reina; Lorente, Alejandro";"EmoDieta. El nuevo método para lograr tu peso ideal";2014;"Primera edición";"No ficción";"Escrito";"Libro";"Salud";"España";;"Divulgación";;"Se podría pensar que esta tríada es imposible de cumplir cuando uno es una persona muy ocupada, estresada y con muchas responsabilidades. Sin embargo, nuestra experiencia nos demuestra que las personas que más rinden y más éxito alcanzan en su vida personal, social y laboral, suelen respetarla, pues eso las hace más eficientes y les permite rendir más en todas las áreas de su vida. Vale la pena intentarlo, pues los resultados se harán notar en todas las esferas de nuestra vida.";"no"
"Sánchez Salinero, Fernando: ¿Qué leches es el Estado de bienestar? Manual anti-demagogia para tiempos revueltos. Barcelona: Alienta, 2014.";"Sánchez Salinero, Fernando";"¿Qué leches es el Estado de bienestar? Manual anti-demagogia para tiempos revueltos";2014;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"España";;"Divulgación";;"—A veces, a quienes les va bien, «los ricos de la familia», creen que su suerte les pertenece, y se quieren negar a compartirla. Y para eso nuestro abuelo, Don Generoso, creó nuestra alianza, para que los que más tengan, más contribuyan. Y ahora parece, que a alguno esto... le rechina.";"no"
"Sánchez Salinero, Fernando: ¿Qué leches es el Estado de bienestar? Manual anti-demagogia para tiempos revueltos. Barcelona: Alienta, 2014.";"Sánchez Salinero, Fernando";"¿Qué leches es el Estado de bienestar? Manual anti-demagogia para tiempos revueltos";2014;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"España";;"Divulgación";;"Una parte puede ir a su patrimonio porque al gastar más es mucho más fácil robar.";"no"
"García Uzquiano, Guillermo; Gabilondo, Aritz: Sueños de gol. Madrid: Santillana, 2014.";"García Uzquiano, Guillermo; Gabilondo, Aritz";"Sueños de gol";2014;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;"Biografía memoria";;"amargura de estar tan cerca de la cúspide y no alcanzarla. Y es que el entonces técnico perico, el argentino Brindisi, apenas contó con él. No le dio ni un minuto en Liga. En Copa sí, un rato en una tarde fría en Valladolid. Nada más. Estar sin jugar era lo que más podía dolerle, más aún que todas las penurias que había tenido que superar en su infancia en Camerún. ""Antes de irse cedido habló personalmente con Brindisi, que le aseguró que contaría con él. No sé qué pasó. El Madrid quería que Eto'o fuera a un equipo que le diera minutos"",";"no"
"Preciado, Nativel: Canta solo para mí. Barcelona: Editorial Planeta S. A., 2014.";"Preciado, Nativel";"Canta solo para mí";2014;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"que su único empeño en la vida era cazar a Tanis, hacerle suyo y llevarse el trofeo que se disputaban todas. Y resulta que no era de esas que buscan a un hombre para que haga lo que no pueden hacer por sí mismas. Había algo en ella que inspiraba confianza. Era la que más sabía y la que más contaba y, sin embargo, no me atrevía a abordar dos misterios sobre los que nadie me había hablado con conocimiento de causa. Quería saber hasta dónde se había implicado Tanis con algunas organizaciones terroristas y si ella creía que fue asesinado, se suicidó o realmente murió de un infarto.";"no"
"Casanovas, Anna: Cleo pide un deseo. Madrid: Harlequín Ibérica, 2014.";"Casanovas, Anna";"Cleo pide un deseo";2014;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"España";;"Ficción";;"Cleo lo miró. Él no podía, y probablemente no quería, ocultar lo excitado que estaba, así que Cleo supuso que tenía sentido que quisiera volver a verla. Aunque a decir verdad, ese Sergio que tenía delante parecía más preocupado por algo mucho más profundo y complicado que el sexo.";"no"
"Villegas Saurí, Sara: Marketingdencias: Curiosidades y anécdotas sobre el marketing y la publicidad de tu día a día. Barcelona: Planeta, 2014.";"Villegas Saurí, Sara";"Marketingdencias: Curiosidades y anécdotas sobre el marketing y la publicidad de tu día a día";2014;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"España";;"Divulgación";;"Y es que las aerolíneas necesitan vender billetes, y una forma de poder vender más es precisamente publicitando billetes más baratos. Pero ya decía mi abuelo que nadie da duros a cuatro pesetas y no podía tener más razón: para poder vender los pasajes a precios irrisorios hay que recortar de algún sitio, y la palabra «recortar» no acaba de combinar precisamente bien con un artefacto que se sostiene en";"no"
"Ansón, Rafael: El año mágico de Adolfo Suárez. Un rey y un presidente ante las cámaras. Julio de 1976 - junio de 1977. Madrid: La esfera de los libros, 2014.";"Ansón, Rafael";"El año mágico de Adolfo Suárez. Un rey y un presidente ante las cámaras. Julio de 1976 - junio de 1977";2014;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;"Biografía memoria";"El texto fuente contiene citas ajenas al autor.";"l franquismo —Laureano López Rodó, Cruz Martínez de Esteruelas, Federico Silva, Licinio de la Fuente, Gonzalo Fernández de la Mora y Enrique Thomas de Carranza (que no sé qué hacía ahí, pero ahí estaba)—. Se unieron porque se sentían despreciados por el rey tras el nombramiento de Adolfo. Creían, y razón no les faltaba, que ellos eran las personas que más valían, las que más habían trabajado para llegar hasta allí, y a las que el rey debería estar más agradecido. Solo que ni el rey ni Adolfo les prestaban atención. Probablemente si don Juan Carlos los hubiera convocado para decirles que tenían que apoyar a Adolfo, no habría pasado nada. Pero tampoco lo entendió";"no"
"RPPNOTICIAS: Revive la entrevista de El Bananero en RPP Noticias. ";"RPPNOTICIAS";"Revive la entrevista de El Bananero en RPP Noticias";2014;"Fecha de emisión";" ";"Oral";" ";;"Uruguay";"Río de la Plata";"Entrevista";;"dos días / le voy a dar más supo- más chance / digo / me voy a quedar unos / varios días más pero hasta ahora todo divino / me encanta";"no"
"rtve.es: Planeta comida. Programa 06. ";"rtve.es";"Planeta comida. Programa 06";2014;"Fecha de emisión";" ";"Oral";" ";;"No nativo";"No nativo";"Entrevista";;"sí sí vuelven los pueblos eh / más a más hay más joven";"no"
"rtve.es: Planeta comida. Programa 06. ";"rtve.es";"Planeta comida. Programa 06";2014;"Fecha de emisión";" ";"Oral";" ";;"España";;"Entrevista";;"eh hay / biológicamente hay un momento por / por las fluctuaciones hormonales que coincide de tres a cinco / independientemente de la hora que comamos / que nos que nos entra una cierta somnolencia / lo que se gasta es lo que se consume por tanto tenemos que equilibrarlo / y ser capaces de / de / si queremos comer más / hay que hacer más ejercicio no hay otra solución";"no"
"RTVE: La aventura del saber. ";"RTVE";"La aventura del saber";2014;"Fecha de emisión";" ";"Oral";" ";;"No identificado";"No identificado";"Otros";;"el mundo iba a decir / que la más pequeña era una que no lo era // ¿de acuerdo? // entonces eeh esta persona al principio / cuando le hacen le le hacen una entrevista personal / dice que él vio que esa no era la más pequeña / pero / que llegó a dudar de sus propios sentidos / porque claro cuando diecinueve personas más estaban diciendo / que la más larga era esa";"no"
"RTVE: RTVE responde. ";"RTVE";"RTVE responde";2014;"Fecha de emisión";" ";"Oral";" ";;"España";;"Magacines y variedades";;"decidió abandonar eeh el el concurso // normalmente la repesca es de un concursante // pero bueno como / como decidió // irse esta persona / pues se han repescado otras // eeh // dos personas de alguna manera ¿no? // y bueno más sorpresas / hay muchísimas sorpresas / eeh yo eeh creo que no debéis perderos este año la segunda temporada porque // hay hay más hay más cosas";"no"
"«No los une el amor, sino la sequía. Intimidades de la economía y los negocios». La Nacion. Buenos Aires: lanacion.com.ar, 2014-01-06.";;"La Nacion";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Argentina";"Río de la Plata";"Reportaje";;"modelos se cuentan los más vendidos de la que hasta ahora fue la industria estrella del kirchnerismo. La suba de las ventas de unidades era usada como argumento para justificar la supuesta bonanza del país. Ahora, el Gobierno quiere restringir también el ingreso de modelos que fueron —en 2013— seis de los 12 más vendidos y que explicaron más del 24% de los patentamientos totales de automotores.";"no"
"Cornejo, María Elena: «Pasamayito». Caretas. Lima: caretas.pe, 2014-02-13.";"Cornejo, María Elena";"Caretas";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Perú";"Andina";"Crítica";"Periodicidad: semanal";"que bota el mar ese día. Dice que una vez que el mar andaba alborotado y los peces habían huido de la orilla se le ocurrió comprarlos en Lima. Craso error que no fue perdonado por los asiduos clientes que al toque se dieron cuenta de la suplantación. El que sabe, sabe. O sea que nunca más buscaron sus productos más allá del kilómetro a la redonda. Pasamayito es un puesto de carretera que abunda en sabor pero también en moscas. Al final de la tarde, unas llantas pintadas de colores encendidos sirven de asientos a jóvenes que se refrescan con cerveza, solitaria bebida alcohólica que expenden en el lugar.";"no"
"«Gobierno hace primer despliegue de Policía Comunitaria en San Salvador». Diario Co Latino. San Salvador: diariocolatino.com, 2014-08-11.";;"Diario Co Latino";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"El Salvador";"México y Centroamérica";"Noticia";;"Una de las labores que nosotros hacemos con todo los impuestos es redistribuir. Significa de que el que tenga más contribuya con más en beneficio de la población más necesitada, explicó el funcionario.";"no"
"Berdicheski, Vivian: «Los accidentes de Tomás Andreu». Capital. Santiago de Chile: capital.cl, 2014-10-03.";"Berdicheski, Vivian";"Capital";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Chile";"Chilena";"Entrevista";"Periodicidad: quincenal";"— Les falta preocuparse menos de la inspiración y más de la creación; les falta más pega, más trabajo. Es una pena. Quieren hacerse ricos y famosos mañana; y no trabajan para eso. Si miras a los grandes artistas, ellos tienen una producción extraordinaria. Por ejemplo, lo único bueno que hizo Matta para mí es lo que está recopilado en el libro Blanco, de los 25";"no"
"Chang, Nancy: «De la música y sus mensajes para los jóvenes». Soy502. Ciudad de Guatemala: soy502.com, 2014-08-21.";"Chang, Nancy";"Soy502";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Guatemala";"México y Centroamérica";"Opinión";"La fecha de publicación es la que aparece al final del artículo, no la del encabezamiento";"Yo canto, tú cantas, él canta, nosotros cantamos y entre más cantamos, la industria musical más crece y más repetimos el ritmo de la melodía sin ponerle tanta atención a la letra. Sí, así es mi caso cuando en alguna fiesta he cantado como coro hipnótico a pesar que alguna vez haya criticado a Miley Cyrus:";"no"
"«El 54% de los hondureños aprueba la gestión de Juan Orlando Hernández». La Prensa. San Pedro Sula: laprensa.hn, 2014-09-30.";;"La Prensa";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Honduras";"México y Centroamérica";"Noticia";;"Los entrevistados de 40 años o más tienen más probabilidad de aprobar el trabajo de Asfura que los de otras edades.";"no"
"Molinelli, Ricardo: «Serbia se cita con EEUU en la final». Público. Madrid: publico.es, 2014-09-12.";"Molinelli, Ricardo";"Público";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"España";;"Noticia";;"La selección de Serbia salió más enchufada, con más ganas, con nervio, y suyas fueron las primeras ventajas (0–4, min.1). La reacción francesa vino de la mano de Boris Diaw, autor, como contra España, de los primeros puntos de su equipo. Pero si hubo un protagonista en los primeros veinte minutos no fue otro que Milos";"no"
"González, Enric: «Diez libros que habría lamentado perderme». Jot Down Cultural Magazine. Sevilla: jotdown.es, 2014-12.";"González, Enric";"Jot Down Cultural Magazine";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;"Crítica";"Periodicidad: mensual";"del centenario, este se mantiene a una distancia prudente de las trincheras y los horrores del campo de batalla. Lo que relata es la maraña de intereses, acontecimientos y errores que condujo al suicidio de Europa. Ofrece una gran lección sobre cómo funciona la diplomacia y por qué, con frecuencia, quienes más mandan son los más imbéciles.";"no"
"Filardi, Ernesto: «Por qué el final de Cómo conocí a vuestra madre ha sido el que tenía que ser». Jot Down Cultural Magazine. Sevilla: jotdown.es, 2014-04.";"Filardi, Ernesto";"Jot Down Cultural Magazine";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"España";;"Crítica";"Periodicidad: mensual";"El amor y la ficción tienen reglas muy distintas. Pero hay una en la que coinciden: a veces nos obcecamos tanto en cómo queremos que sean las cosas que no nos damos cuenta de que a quien más amamos más exigimos que esté a la altura de nuestras expectativas. Lo menos que podemos desear a Ted es que sea feliz del modo que él considere oportuno pues nos ha regalado algunos de los momentos televisivos que nos acompañarán para siempre. Una suerte de Homero empeñado en contar una historia que, queramos o no,";"no"
"Gándara, Yolanda: «¿Quién va ganando en lo de la tilde de ""solo""?». Jot Down Cultural Magazine. Sevilla: jotdown.es, 2014-02.";"Gándara, Yolanda";"Jot Down Cultural Magazine";2014;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;"Reportaje";"Periodicidad: mensual";"En lo que respecta a los libros, hay que celebrar que en una de las librerías tuviera un sitio entre los más vendidos Las 500 dudas más frecuentes del español, del Instituto Cervantes, para evitar que únicamente Ambiciones y Reflexiones, editado por Espasa, cumpliera escrupulosamente con las normas ortográficas (incluidas las últimas, pues en los primeros párrafos ya se encuentra un ""guion"" sin tilde). En la otra conocida librería nos";"no"
"Such, Marina: «Guía de compositores televisivos». El Diario de Mr. MacGuffin. http://mrmacguffin.blogspot.com: mrmacguffin.blogspot.com, 2015-01-02.";"Such, Marina";"El Diario de Mr. MacGuffin";2015;"Fecha de escritura";"No ficción";"Escrito";" ";"Artes, cultura y espectáculos";"España";;"Blog";;"- Cristóbal Tapia De Veer: Este compositor chileno-canadiense es más conocido por otra composición más de ""paisajes sonoros"" que de música al uso, como era ""Utopia"" , pero también se encargó de otra serie poco convencional como ""The crimson petal and the white"".";"no"
"M. Muñoz, Beatriz: «El regalo frustrado del día del padre MNC». Tigriteando. tigriteando.com: tigriteando.com, 2015-03-20.";"M. Muñoz, Beatriz";"Tigriteando";2015;"Fecha de escritura";"No ficción";"Escrito";" ";"Actualidad, ocio y vida cotidiana";"España";;"Blog";;"No hay papá más implicado, con más paciencia, con más capacidad para trabajar con ellas revoloteando, más apañao para cocinar, comprar y limpiar con ellas, con más ganas de jugar y menos necesidad de dormir. Con más amor para contener, acompañar y consolar y con mas sabiduria para educar y criar. Que suerte tenéis mis niñas";"no"
"Redondo, José Miguel: «50 consejos prácticos para viajar a Galápagos por tu cuenta». El rincón de Sele. www.elrincondesele.com/: elrincondesele.com, 2015-07-20.";"Redondo, José Miguel";"El rincón de Sele";2015;"Fecha de escritura";"No ficción";"Escrito";" ";"Actualidad, ocio y vida cotidiana";"España";;"Blog";;"– El precio de las fibras viene a ser de unos 30 dólares el trayecto y se puede reservar con antelación y de forma presencial en cualquier agencia de viajes de los distintos puertos comunicados de esta manera. Con hacerlo un día antes es suficiente, aunque en temporada alta no está de más asegurarse más aún por si acaso. No suele haber problemas pero mejor no llevarnos sorpresas.";"no"
"Vallejo, Fernando: ¡Llegaron!. Madrid: Alfaguara, 2015.";"Vallejo, Fernando";"¡Llegaron!";2015;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Otros";;"De la quimera democrática de mi papá poco más sacamos. Una casa más un carro y una finca que él cambiaba por otro, por otro, por otra, por otra. Nada ganaba, su capital no aumentaba. Sus hijos sí. ¡Qué alegría los hijos! Dios sí es muy bueno, que nos los da.";"no"
"Wallace, Josefa: Pepi la fea. Santiago de Chile: Penguin Random House, 2015.";"Wallace, Josefa";"Pepi la fea";2015;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Chile";"Chilena";"Ficción";;"Por la chucha, dejar de jugar a la pinta, al tombo, al pillarse y a tantas otras cosas más fue lo que más me dolió del cambio. En el nuevo colegio las minas lo único que hacían era pasearse de allá para acá tomadas del brazo, y eso al parecer era lo más entrete del mundo.";"no"
"Guerra, Ciro; Toulemonde, Jacques: El abrazo de la serpiente. s. l.: Cinema23, 2016.";"Guerra, Ciro; Toulemonde, Jacques";"El abrazo de la serpiente";2015;"Fecha de estreno";"Ficción";"Escrito";"Libro";"Guion";"Colombia";"Caribe continental";"Ficción";;"¿Qué más guardas? ¿Qué más te estás robando? ¿Quina? ¿Caucho? ¿Coca? ¿Te quieres robar la yakruna? ¿Qué más vas a convertir en muerte?";"no"
"Katz, Jorge: «Parte III. Cambio estructural y desarrollo productivo. Capítulo VIII. La macro- y la microeconomía del crecimiento basado en los recursos naturales». Bárcena, Alicia; Prado, Antonio [eds.]: Neoestructuralismo y corrientes heterodoxas en América Latina y el Caribe a inicios del siglo XXI. Santiago de Chile: Comisión Económica para América Latina y el Caribe (CEPAL), 2015.";"Bárcena, Alicia; Prado, Antonio [eds.]";"Neoestructuralismo y corrientes heterodoxas en América Latina y el Caribe a inicios del siglo XXI";2015;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"Argentina";"Río de la Plata";"Académico";;"Un uso más intensivo de los recursos naturales presupone una mayor explotación de los que ya se aprovechaban y la incorporación de nuevas áreas productivas en otras latitudes. Producir más haciendo un uso más intenso de los recursos naturales no equivale a producir más manufacturas. Cada geografía presenta una mirada específica de factores ecológicos y formas de organización social asociadas a la explotación del recurso, por lo que no resulta válido aplicar aquí la metáfora del agente representativo de la microeconomía convencional. Cada sitio constituye";"no"
"Taboada Vázquez, Lucía: #Hiperconectados. Barcelona: Planeta, 2015.";"Taboada Vázquez, Lucía";"#Hiperconectados";2015;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"España";;"Divulgación";;"Corazón dorado. Eres su mejor amigo. Es la persona a la que más envías snaps y que más te los envía a ti.";"no"
"Laforet, Silvia: Dónde puedo alquilar una primavera. Madrid: Ediciones Martínez Roca, 2015.";"Laforet, Silvia";"Dónde puedo alquilar una primavera";2015;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Fernando está aburrido y cuanto más se aburre más bebe, más fuma, más le tientan las pastis que han conseguido sus colegas. Sus colegas: cuatro colgados recién salidos de la adolescencia que parecen sus hermanos pequeños. Quedaron pronto en el barrio para ir a pillar. Después, las primeras cervezas, algún cigarrito, muchas risas. Se han sentado en un banco a la salida";"no"
"Chanclón, Ismael: Así se gana en las apuestas deportivas. Barcelona: Plataforma Editorial, 2015.";"Chanclón, Ismael";"Así se gana en las apuestas deportivas";2015;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;"Divulgación";;"estimaciones, y para ciertas situaciones y apostantes avanzados pueden ser muy interesantes, sin embargo, no son necesarios para la mayoría. Un ejemplo es la estimación del margen de la casa de apuestas, en forma de spread. Esto puede sernos útil para comparar casas, y a veces para saber si esperando un poco más podremos tener cuotas más ajustadas. Vamos a contarte cómo hacerlo y lo que significa exactamente, pero no es tan relevante como todo lo que te hemos explicado hasta ahora. Quédate con la idea de que existe y lo que significa, y de que no es algo crítico.";"no"
"Montero, Rosa: El peso del corazón. Seix Barral: Barcelona, 2015.";"Montero, Rosa";"El peso del corazón";2015;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"único encuentro, Daniel Deuil había dictaminado que Bruna estaba demasiado tensa. Que la sentía a la defensiva, abismada en sí misma, atrincherada. Que, para que el tratamiento fuera más efectivo, a partir de ese momento iban a tener las sesiones en casa de la rep, porque al estar en su propio entorno se sentiría más protegida y le sería más fácil relajarse. El sobón no lo propuso, no lo preguntó: simplemente lo estableció como una realidad insoslayable. Husky odiaba que viniera gente a su casa. Detestaba cualquier intrusión en su intimidad, en esa guarida de oso solitario, en el reservado y sagrado cubil de la fiera.";"no"
"Lobato, Antonio: Volando sobre el asfalto: Los años que tocamos la gloria en la Fórmula 1. Barcelona: Planeta, 2015.";"Lobato, Antonio";"Volando sobre el asfalto: Los años que tocamos la gloria en la Fórmula 1";2015;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;"Divulgación";;"dicen que para mí no existe nadie más que Fernando Alonso en las carreras, que es el único por el que me emociono y pongo tensión y sentimiento en la narración. A todos estos críticos siempre les recomiendo que vuelvan a ver el Gran Premio de Hungría de 2006. Creo que ha sido la carrera en la que más he gritado, más nervioso me he puesto, más emoción he transmitido y con más dolor de garganta he terminado. A veces la gente que habla lo hace sin saber. Se crea una imagen preconcebida y les resulta divertido seguir la corriente creada. Lo cierto es que me he dejado el alma con cada piloto español";"no"
"Torres Albero, Cristóbal (ed.): Percepción social de la ciencia y la tecnología 2014. Madrid: Fundación Española para la Ciencia y la Tecnología (FECYT), 2015.";"Torres Albero, Cristóbal (ed.)";"Percepción social de la ciencia y la tecnología 2014";2015;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"España";;"Divulgación";;"Esto puede reflejar cómo los niveles educativos altos pueden aminorar el olvido y posponer (y, en cierta medida, reducir) el deterioro cognitivo, ya sea porque al haber estudiado más es más difícil olvidar, o porque los que tienen mayor nivel educativo utilizan más estos conocimientos en sus trabajos que los que tienen menor nivel educativo, o simplemente porque un mayor nivel formativo puede retrasar y frenar en parte el deterioro cognitivo que produce la edad.";"no"
"Red de Mujeres Munícipes del Paraguay: Guía para la igualdad de género en las Políticas Públicas Municipales del Paraguay. Asunción: Ministerio de la Mujer, 2015-12.";"Red de Mujeres Munícipes del Paraguay";"Guía para la igualdad de género en las Políticas Públicas Municipales del Paraguay";2015;"Primera edición";"No ficción";"Escrito";"Miscelánea";"Política, economía y justicia";"Paraguay";"Río de la Plata";"Prospecto folleto";;"• Redistributivas: tienen como objetivo la transferencia de recursos de unos grupos a otros. Ejemplos de estas políticas son las políticas impositivas o de establecimiento de tasas, aranceles y otros en las cuales quien tiene más paga más.";"no"
"Esclerosis Múltiple España: Informe del estudio Actividad física y deporte en Esclerosis Múltiple. Madrid: Real Patronato sobre Discapacidad, Ministerio de Sanidad, Servicios Sociales e Igualdad, 2015-11-26.";"Esclerosis Múltiple España";"Informe del estudio Actividad física y deporte en Esclerosis Múltiple";2015;"Primera edición";"No ficción";"Escrito";"Miscelánea";"Salud";"España";;"Divulgación";;"Mente más ágil y más despierta. Más despejado («Noto que mentalmente estoy más despierta y relajada y ante momentos de estrés reacciono mejor: no tan nerviosa», etc.).";"no"
"Ecuador TV: Pensamiento Crítico: Ministra de la Producción, Nathalie Cely (14/09/2015). ";"Ecuador TV";"Pensamiento Crítico: Ministra de la Producción, Nathalie Cely (14/09/2015)";2015;"Fecha de emisión";" ";"Oral";" ";;"Ecuador";"Andina";"Entrevista";;"porque los costes de transacción aumentan / sino que irían directamente a Tulcán / por lo cual hay que tener pues una magnitud / un cupo / un un límite digamos / a al al uso de esta canasta comercial a manera / de manera que al que no nos afecte el empleo también en otras ciudades del país donde por ejemplo / el producto más vendido / el producto que más llama la atención / el producto ancla son los televisores plasmas por ejemplo entonces tampoco queremos afectar que las importadores / eeh que traen eeh de manera pues legal pagando todos los impuestos y salvaguardas se vean afectados entonces si esto esto es mucha eeh cirugía y de mucha eeh / análisis de";"no"
"AECAT Asociación Española de Cáncer de Tiroides: Saber vivir. El tiroides y tu salud, La mañana RTVE. ";"AECAT Asociación Española de Cáncer de Tiroides";"Saber vivir. El tiroides y tu salud, La mañana RTVE";2015;"Fecha de emisión";" ";"Oral";" ";;"España";;"Tertulia";;"el hipertiroidismo es que trabaja más / produce más hormonas / entonces pues / acelera / aceleración a tope o sea el cuerpo va muy rápido / está como si estuviera haciendo / ejercicio yo siempre pongo el ejemplo / piensa que es como si estuvieras montado en una bicicleta / corazón / palpitaciones / temblor";"no"
"Samthing Visual [YouTube]: Entrevista completa Imma Marín para ""Imagine Elephants"". ";"Samthing Visual [YouTube]";"Entrevista completa Imma Marín para ""Imagine Elephants""";2015;"Fecha de emisión";" ";"Oral";" ";;"España";;"Entrevista";;"acababa de comentar ¿no? / más allá del homo faber o el homo sapiens ¿no? // por tanto / eh el juego es una capacidad del ser humano que necesitamos y como todas las capacidades como la de soñar / la de querer / la de hablar / si la tenemos es por algo y porque la necesitamos // es una pata más / es una una herramienta más / que tenemos para afrontar la vida con capacidad de éxito ¿no? / con capacidad de éxito entendido no que todo te vaya bien / que eso / eso es lo que / la vida que te toca vivir es la tuya / sino con capacidad de vivir de manera libre esa vida / de vivir la vida de manera";"no"
"Ilustres ignorantes El enfado. ";;"Ilustres ignorantes El enfado";2015;"Fecha de emisión";" ";"Oral";" ";;"España";;"Tertulia";;"no no no vamos a ver si / si yo digo que es abundando es abundando o sea es es irte más irte más o sea que";"no"
"RTVE: El escarabajo verde. ";"RTVE";"El escarabajo verde";2015;"Fecha de emisión";" ";"Oral";" ";;"España";;"Otros";;"nos parecía que era el momento como de // acabar / con el con el plástico que básicamente es lo que más / más volumen ocupa y que m / que más generamos y más difícil // es de de reciclar / de hecho imposible así que era una buena manera como de / de / que lo importante es la comida que hay dentro de ese paquete // y el residuo / nos lo podemos ahorrar perfectamente comprando / a peso";"no"
"RTVE: Telediario - 15 horas. ";"RTVE";"Telediario - 15 horas";2015;"Fecha de emisión";" ";"Oral";" ";;"No nativo";"No nativo";"Noticia";"No hay hablantes ""014"", ""034"", ""067"", ""085"", ""099"" ni ""101"" debido a reajustes efectuados durante el proceso de revisión";"es más igualada // más competida más ha intentado más eeh / juego por la ataque al Atlético";"no"
"RTVE: RTVE responde. ";"RTVE";"RTVE responde";2015;"Fecha de emisión";" ";"Oral";" ";;"España";;"Magacines y variedades";"No hay hablante ""043"" ya que fue eliminado durante el proceso de revisión";"Servando es el // el portero de Acacias treinta y ocho // el portero que / realmente es eeh // bueno // eeh como todo el mundo sabe / es es el que más sabe y el que más calla // va a ser un // un contrapunto yo creo // muy importante a a los personajes de Acacias";"no"
"PRESEGAL: SCOM_H11_052. ";"PRESEGAL";"SCOM_H11_052";2015;"Fecha de grabación";" ";"Oral";" ";;"Cuba";"Antillas";"Entrevista";;"pero ¿no te parece que hay una especie de contradicción que supuestamente se haya más / haya más acceso a la información y que eso no permite un mejor ejercicio de la libertad del?";"no"
"Arana, Renato; Carlos Reyes, Rafael: «El largo viaje del New Horizons para mostrar el rostro oculto de Plutón». La República. Lima: larepublica.pe/impresa/mundo/15709-el-largo-viaje-del-new-horizons-para-mostrar-el-rostro-oculto-de-pluton, 2015-06-16.";"Arana, Renato; Carlos Reyes, Rafael";"La República";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Perú";"Andina";"Noticia";;"la pregunta es que la misión del New Horizons no es solo explorar este planeta enano sino estudiar los demás cuerpos que habitan el cinturón de Kuipper, como Quaoar que es la mitad del tamaño de Plutón. Es en esa zona donde se encuentran los restos de la formación del sistema solar y conocerlo más dará más luces sobre el origen de los planetas y demás cuerpos.";"no"
"Galindo, Mauricio: «'El Plan de Desarrollo busca cerrar brechas entre las regiones'». El Tiempo. Bogotá: eltiempo.com, 2015-02-09.";"Galindo, Mauricio";"El Tiempo";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Colombia";"Caribe continental";"Entrevista";;"Estamos haciendo una innovación, que es la presupuestación por resultados. Históricamente hemos venido haciendo presupuesto por ejecución, en el que tenemos normas presupuestales que llevan a que el 'mejor' ministro sea el que más gaste, el que más ejecute. Si uno gasta menos plata se le manda menos para el siguiente año.";"no"
